Iteration #,Resid
0.0,6.493466965735013
1.0,6.480934403046165
2.0,6.468320559212697
3.0,6.455672983171403
4.0,6.4430626414830225
5.0,6.430426727576132
6.0,6.41775940694816
7.0,6.405119549517464
8.0,6.392487068322903
9.0,6.379852862038733
10.0,6.367193896957937
11.0,6.354507142444948
12.0,6.341782001210168
13.0,6.3290217035859415
14.0,6.316212634213226
15.0,6.303349185924685
16.0,6.290427997766519
17.0,6.277450636418802
18.0,6.2644090591348744
19.0,6.25131166059795
20.0,6.238159448475469
21.0,6.224956715442384
22.0,6.211687029601365
23.0,6.1983436136898735
24.0,6.184941080144217
25.0,6.171461927618368
26.0,6.157904996258442
27.0,6.144272435514766
28.0,6.130618034499997
29.0,6.1168907293665775
30.0,6.103082318676195
31.0,6.089158138083716
32.0,6.075211551728592
33.0,6.061249124032276
34.0,6.047240749894142
35.0,6.033185416127558
36.0,6.01908310136432
37.0,6.004936772629771
38.0,5.990750390913954
39.0,5.976522511337806
40.0,5.9622473553274995
41.0,5.947925412121916
42.0,5.933555689450647
43.0,5.9191602625627455
44.0,5.904736552123159
45.0,5.890268004347543
46.0,5.875754439223147
47.0,5.861192664183806
48.0,5.846582680202936
49.0,5.831924538548745
50.0,5.817218442250696
51.0,5.802472419970754
52.0,5.787725517351704
53.0,5.772931076334545
54.0,5.75810201440516
55.0,5.7432296203020865
56.0,5.728311011181057
57.0,5.713345311638054
58.0,5.698332592825392
59.0,5.683284616431323
60.0,5.668204016432177
61.0,5.6530851953305135
62.0,5.637921122829074
63.0,5.622710457226018
64.0,5.607453658002598
65.0,5.592157711617869
66.0,5.576815398316184
67.0,5.5614281264618155
68.0,5.546017932536384
69.0,5.530590176032564
70.0,5.515117360166133
71.0,5.499605664516135
72.0,5.484072342733066
73.0,5.468504817415543
74.0,5.452897464310993
75.0,5.437254901572463
76.0,5.421568744529188
77.0,5.405839205252893
78.0,5.390060001896485
79.0,5.374272086682261
80.0,5.358562051127667
81.0,5.342850934749409
82.0,5.327133082860916
83.0,5.311389752815203
84.0,5.295643831593879
85.0,5.2798912496838355
86.0,5.264131661021169
87.0,5.248351242362485
88.0,5.232547490144539
89.0,5.216720607846255
90.0,5.200870823111128
91.0,5.184998369241228
92.0,5.169103483447576
93.0,5.1531865628655416
94.0,5.137248231266702
95.0,5.121288248986959
96.0,5.1053069554345925
97.0,5.089305942777848
98.0,5.073286250700488
99.0,5.0572684894595525
100.0,5.04123057298288
101.0,5.025172787182061
102.0,5.009097287273735
103.0,4.9930041184131175
104.0,4.976895831604568
105.0,4.960779474324747
106.0,4.944644728992691
107.0,4.928491687757667
108.0,4.912320603651026
109.0,4.896129190521041
110.0,4.879919515467298
111.0,4.863701997509551
112.0,4.847476851179919
113.0,4.831245160889286
114.0,4.815005906500246
115.0,4.798759179022939
116.0,4.782505079315641
117.0,4.7662437129825745
118.0,4.74997518638602
119.0,4.7336996067025705
120.0,4.717417560634469
121.0,4.701130187850745
122.0,4.684836094884716
123.0,4.668535392545759
124.0,4.652228618859416
125.0,4.635918142464312
126.0,4.619602175914537
127.0,4.603280131928417
128.0,4.586955083685698
129.0,4.570640594436617
130.0,4.554323869087607
131.0,4.538001488872814
132.0,4.521673575868049
133.0,4.505340253806244
134.0,4.48900164816334
135.0,4.472657886246437
136.0,4.4563090901925895
137.0,4.439955372882319
138.0,4.423596848794233
139.0,4.407233855523669
140.0,4.390911550225725
141.0,4.374624264485082
142.0,4.358332501052731
143.0,4.3420363660340255
144.0,4.325735967671872
145.0,4.309431416459319
146.0,4.293122844812697
147.0,4.276810350826069
148.0,4.260494535593618
149.0,4.244175259897625
150.0,4.2278525769018085
151.0,4.211526447192159
152.0,4.195197000050433
153.0,4.178864367996003
154.0,4.162528686918217
155.0,4.146196233814383
156.0,4.129863423189065
157.0,4.113527666691942
158.0,4.097189108422367
159.0,4.0808478965800825
160.0,4.064504177307938
161.0,4.048158094175225
162.0,4.031809826021343
163.0,4.015459863609534
164.0,3.999107932981783
165.0,3.982754143663064
166.0,3.9663986182273465
167.0,3.95004149626172
168.0,3.9336829208646
169.0,3.9173230389931986
170.0,3.900962138769337
171.0,3.884600812627108
172.0,3.8682386791709296
173.0,3.8519015864362665
174.0,3.8355735955572676
175.0,3.8192447373556697
176.0,3.802902083917847
177.0,3.7865331612826134
178.0,3.7701713811089648
179.0,3.753816828966309
180.0,3.737469593162312
181.0,3.721129765657465
182.0,3.7047977290207066
183.0,3.6884737508880305
184.0,3.672157493568371
185.0,3.6558490787187488
186.0,3.6395486359179343
187.0,3.6232563028176963
188.0,3.6069782353916318
189.0,3.590711048884626
190.0,3.5744526711032543
191.0,3.5582026809744938
192.0,3.541961020497959
193.0,3.5257328848955987
194.0,3.5095231957445807
195.0,3.4933220928375954
196.0,3.477129774992779
197.0,3.4609496212592417
198.0,3.444788980297555
199.0,3.428637636291784
200.0,3.4125221424860808
201.0,3.396426316801912
202.0,3.3803400077778742
203.0,3.3642634674294487
204.0,3.3481969577469446
205.0,3.332141000991002
206.0,3.3160956862660798
207.0,3.300064734537498
208.0,3.2840608011562207
209.0,3.2680680569422282
210.0,3.2520868176648934
211.0,3.236117409532122
212.0,3.220160169215919
213.0,3.2042154438698285
214.0,3.1882835911381346
215.0,3.1723649791566726
216.0,3.156459986545095
217.0,3.1405695625495578
218.0,3.1246935551788115
219.0,3.1088323671418165
220.0,3.092986443221908
221.0,3.0771563232322903
222.0,3.0613423059954816
223.0,3.045544843064842
224.0,3.029764407006459
225.0,3.01400144962847
226.0,2.998256437054324
227.0,2.982529844835417
228.0,2.966822157837708
229.0,2.951133870119476
230.0,2.9354679799198142
231.0,2.9198262045338894
232.0,2.904205150409046
233.0,2.8886061690534746
234.0,2.873029919515962
235.0,2.85747689244038
236.0,2.8419468876358014
237.0,2.8264402578558507
238.0,2.8109575530503985
239.0,2.7954993289517542
240.0,2.7800661305018948
241.0,2.7646633914357555
242.0,2.749289330089106
243.0,2.7339416997133186
244.0,2.7186223677524297
245.0,2.7033320402245073
246.0,2.6880696868780594
247.0,2.6728609086716566
248.0,2.657684145223904
249.0,2.6425367059346048
250.0,2.627419160308552
251.0,2.61233208229405
252.0,2.5972760353760567
253.0,2.5822515806989466
254.0,2.5672615169408077
255.0,2.5523074397483025
256.0,2.5373955615150163
257.0,2.522517312955932
258.0,2.5076732406165165
259.0,2.4928639050575367
260.0,2.478089868766542
261.0,2.4633516959137736
262.0,2.448649952106187
263.0,2.433985193612245
264.0,2.4193584993833244
265.0,2.4047700721175165
266.0,2.3902201213201653
267.0,2.375709150532862
268.0,2.361237663226206
269.0,2.3468061623288823
270.0,2.3324151500046075
271.0,2.3180655817142277
272.0,2.3037580006482226
273.0,2.289492389492345
274.0,2.275269741262679
275.0,2.2610901733362807
276.0,2.246954407389318
277.0,2.2328626255692856
278.0,2.2188152682394144
279.0,2.2048128185271914
280.0,2.1908557567030553
281.0,2.1769445599948223
282.0,2.1630797023887762
283.0,2.149261654432675
284.0,2.1354908830427877
285.0,2.1217707653340776
286.0,2.1081062896714386
287.0,2.0944903105075805
288.0,2.0809232751486295
289.0,2.0674596379793124
290.0,2.0540506695583534
291.0,2.0406911123197014
292.0,2.027381389035579
293.0,2.014121917746675
294.0,2.000913187652634
295.0,1.9877555864697427
296.0,1.97464946058051
297.0,1.9615952074898952
298.0,1.9485932192090152
299.0,1.9356532094284065
300.0,1.9228381101731356
301.0,1.9100750422487327
302.0,1.897364627174955
303.0,1.8847180131151868
304.0,1.8721243716656526
305.0,1.8595840515864868
306.0,1.847097397902467
307.0,1.834664735197186
308.0,1.8222863818786246
309.0,1.809962650080688
310.0,1.7977019519161102
311.0,1.7856242054587894
312.0,1.7735994299529934
313.0,1.7616279141019493
314.0,1.7497099406077967
315.0,1.737846037811737
316.0,1.7260387069612286
317.0,1.7142856261634456
318.0,1.7025870551141364
319.0,1.6909432472632697
320.0,1.6793544497703805
321.0,1.6678209030012323
322.0,1.656342840785151
323.0,1.644922944579492
324.0,1.633569630549693
325.0,1.6222825992013492
326.0,1.6110617436248522
327.0,1.5999069529890846
328.0,1.5888181125758143
329.0,1.5777951038156721
330.0,1.566837804325659
331.0,1.555946133676533
332.0,1.5451199566398601
333.0,1.5343604241667006
334.0,1.5236855108719332
335.0,1.5131383809524608
336.0,1.5026540914915119
337.0,1.4922325106237033
338.0,1.4818735032553498
339.0,1.4715769311059312
340.0,1.4613426527506022
341.0,1.4511705236637384
342.0,1.4410603962634432
343.0,1.4310121199569819
344.0,1.4210255411871027
345.0,1.4111005034791864
346.0,1.4012368474891912
347.0,1.3914344110523467
348.0,1.3816930292325487
349.0,1.3720125343724199
350.0,1.3623927561439755
351.0,1.3528335215998837
352.0,1.3433346552252448
353.0,1.333895978989866
354.0,1.3245174774041784
355.0,1.3151991038216935
356.0,1.3059409357449683
357.0,1.2967425568595483
358.0,1.2876034117902682
359.0,1.2785233052210883
360.0,1.269502535241642
361.0,1.2605433379404511
362.0,1.2516424284725656
363.0,1.242799607272661
364.0,1.2340147070236895
365.0,1.2252875516755335
366.0,1.2166179186992816
367.0,1.2080055840985302
368.0,1.199450322146547
369.0,1.1909519053801039
370.0,1.1825101048487803
371.0,1.1741246901722426
372.0,1.165795429597332
373.0,1.1575220936705264
374.0,1.149304451785611
375.0,1.1411422663737048
376.0,1.133035298732141
377.0,1.124983309080378
378.0,1.1169860566155096
379.0,1.1090432995674322
380.0,1.1011547952535912
381.0,1.0933203056602223
382.0,1.0855396502908456
383.0,1.0778125438291666
384.0,1.0701389066034557
385.0,1.0625183440802486
386.0,1.0549505935707582
387.0,1.0474353928614706
388.0,1.0399724793422702
389.0,1.0325615900584997
390.0,1.0252024617624098
391.0,1.0178948309639622
392.0,1.0106384633829972
393.0,1.003433120189686
394.0,0.9962785269827881
395.0,0.9891744093799999
396.0,0.9821204930668274
397.0,0.9751165038446934
398.0,0.9681621676783171
399.0,0.9612572107423186
400.0,0.9544013594670662
401.0,0.9475943405837541
402.0,0.9408358811686851
403.0,0.9341257086867921
404.0,0.9274635510343499
405.0,0.9208491365809051
406.0,0.9142821942104027
407.0,0.9077624533615101
408.0,0.9012896440671461
409.0,0.8948634969931885
410.0,0.88848374347638
411.0,0.8821501466716514
412.0,0.8758624900555707
413.0,0.8696205592186621
414.0,0.8634288132200345
415.0,0.8572840641033326
416.0,0.8511840065584255
417.0,0.8451283488724886
418.0,0.8391168005575652
419.0,0.8331490723829184
420.0,0.8272248764065123
421.0,0.8213439260056095
422.0,0.8155059359065264
423.0,0.8097106222135031
424.0,0.80395770243674
425.0,0.7982507822488446
426.0,0.7925948905806147
427.0,0.7869800784395742
428.0,0.7814060775420223
429.0,0.7758726210918077
430.0,0.7703794438018641
431.0,0.7649262819149428
432.0,0.759512873223622
433.0,0.7541462810203773
434.0,0.7488191412461158
435.0,0.7435307468360265
436.0,0.7382808453752427
437.0,0.7330691860724222
438.0,0.7278955197748069
439.0,0.7227595989825738
440.0,0.7176611778674626
441.0,0.712600012325079
442.0,0.7075758598865877
443.0,0.7025884797871378
444.0,0.6976376329768297
445.0,0.6927230821310272
446.0,0.687844591660029
447.0,0.6830019277181001
448.0,0.6781948582118797
449.0,0.6734287969284147
450.0,0.6687003840104994
451.0,0.6640066187690143
452.0,0.6593472804450919
453.0,0.6547221500893781
454.0,0.6501310104181776
455.0,0.6455736459144624
456.0,0.6410498428311612
457.0,0.6365593891938885
458.0,0.63210207480318
459.0,0.6276776912392242
460.0,0.6232860318802446
461.0,0.6189383562224045
462.0,0.6146250235977727
463.0,0.6103435402319788
464.0,0.6060936885322388
465.0,0.6018752529546137
466.0,0.5976880200017055
467.0,0.5935317782198732
468.0,0.5894063181959884
469.0,0.5853114325537355
470.0,0.581246915949479
471.0,0.5772125650677062
472.0,0.5732081786159929
473.0,0.5692335573196368
474.0,0.5652885039158008
475.0,0.5613728231473167
476.0,0.5574863217560503
477.0,0.5536288084759315
478.0,0.5498000940255752
479.0,0.5459999911005377
480.0,0.5422283143652353
481.0,0.5384848804444875
482.0,0.5347695079147365
483.0,0.5310820172949112
484.0,0.5274222310369848
485.0,0.5237899735161767
486.0,0.5201850710208837
487.0,0.5166073517422662
488.0,0.513056645763551
489.0,0.5095327850490244
490.0,0.5060356034327649
491.0,0.5025649366070559
492.0,0.4991206221105565
493.0,0.4957024993161781
494.0,0.4923104094187011
495.0,0.4889441954221481
496.0,0.48560370213126897
497.0,0.48228877613125465
498.0,0.4789993437331758
499.0,0.47573534717448773
500.0,0.47249671188126147
501.0,0.46928326397427267
502.0,0.46609483168475446
503.0,0.462931245338825
504.0,0.4597923373416973
505.0,0.4566779421616578
506.0,0.45358789631381835
507.0,0.450522038343679
508.0,0.44748020881045547
509.0,0.4444622502702368
510.0,0.4414680072589373
511.0,0.43849732627503224
512.0,0.4355500557621624
513.0,0.432626046091494
514.0,0.4297251495439581
515.0,0.42684722029227745
516.0,0.42399211438285506
517.0,0.4211596897174653
518.0,0.4183498060348189
519.0,0.4155623248919482
520.0,0.41279710964544153
521.0,0.4100540254325296
522.0,0.4073329391520368
523.0,0.40463371944517884
524.0,0.4019562367135665
525.0,0.39930036305237127
526.0,0.3966659722082335
527.0,0.3940529395921585
528.0,0.3914611422596133
529.0,0.38889045889046353
530.0,0.386340769768858
531.0,0.38381195676289626
532.0,0.38130390330426034
533.0,0.37881649436759873
534.0,0.3763496164499346
535.0,0.37390315754982506
536.0,0.3714770071464951
537.0,0.36907105617877467
538.0,0.3666851970239493
539.0,0.36431932347653223
540.0,0.36197333072684995
541.0,0.35964711533955424
542.0,0.357340575232062
543.0,0.35505360965280097
544.0,0.3527861191596203
545.0,0.35053800559736603
546.0,0.3483091720767287
547.0,0.3460995229519606
548.0,0.34390896380014
549.0,0.3417374013966915
550.0,0.3395847436990687
551.0,0.3374508998292482
552.0,0.33533578004531195
553.0,0.33323929576226125
554.0,0.33116135950894715
555.0,0.329101885055086
556.0,0.32706078737133454
557.0,0.325037983190158
558.0,0.3230333914343821
559.0,0.3210469346608451
560.0,0.31907854521371126
561.0,0.3171281759767027
562.0,0.31519583925540223
563.0,0.31328175742304376
564.0,0.3113867842509747
565.0,0.3095148589593647
566.0,0.30769654351597997
567.0,0.3073246592117795
568.0,0.30528575619704923
569.0,0.3032696266573397
570.0,0.3012760615049346
571.0,0.299304854386933
572.0,0.2973558016425601
573.0,0.2954287022496428
574.0,0.2935233578194099
575.0,0.29164064041920473
576.0,0.28978047599863466
577.0,0.28794140520559036
578.0,0.28612324135743794
579.0,0.2843258001117583
580.0,0.2825488995501636
581.0,0.280792360041862
582.0,0.27905600426265614
583.0,0.27733974601178324
584.0,0.2756434909556709
585.0,0.27396705723557035
586.0,0.2723102652378104
587.0,0.27067293775089185
588.0,0.2690548996578303
589.0,0.26745597823999157
590.0,0.2658760029189691
591.0,0.26431480538961716
592.0,0.26277221912860294
593.0,0.26124808017228335
594.0,0.25974222603625546
595.0,0.2582544968980413
596.0,0.2567847343880445
597.0,0.25533278222985323
598.0,0.2538984860381742
599.0,0.2524816932809848
600.0,0.25108225324174943
601.0,0.24970001751993867
602.0,0.24833483791912328
603.0,0.2469865701296748
604.0,0.2456550698135973
605.0,0.2443401938729469
606.0,0.24304180349478272
607.0,0.2417597600707184
608.0,0.24049392382336515
609.0,0.23924415984033265
610.0,0.23801033538257013
611.0,0.23679231596972067
612.0,0.23558996992727124
613.0,0.23440316692968677
614.0,0.23323177796730662
615.0,0.23207567856424222
616.0,0.23093473971828593
617.0,0.22980883225260743
618.0,0.22869783984733102
619.0,0.22760164100484542
620.0,0.2265201045980969
621.0,0.22545312060678938
622.0,0.22416831556901842
623.0,0.22251364453999795
624.0,0.22088604002234177
625.0,0.21928512261802477
626.0,0.21771051555148246
627.0,0.21616184612403394
628.0,0.21463874580440606
629.0,0.21314085035012872
630.0,0.21166779926467197
631.0,0.21021923667925949
632.0,0.20879481037995082
633.0,0.20739417231495627
634.0,0.20601697842721245
635.0,0.2046628886213967
636.0,0.20333156673127625
637.0,0.20202268075793234
638.0,0.20073590178163217
639.0,0.19947090580801047
640.0,0.19822737145381758
641.0,0.19700498242291806
642.0,0.19580342515343133
643.0,0.19462239013286786
644.0,0.19346157153980229
645.0,0.19232066721622887
646.0,0.1911993786403346
647.0,0.19009741155595894
648.0,0.18901447337109806
649.0,0.18795027692288496
650.0,0.1869045388179399
651.0,0.18587697760472907
652.0,0.18486731506062865
653.0,0.18387527931112718
654.0,0.18290059907760334
655.0,0.18194300741816385
656.0,0.18100224077456212
657.0,0.1800780403753399
658.0,0.17917014658763505
659.0,0.1782783072028938
660.0,0.1774022737089819
661.0,0.17654179570091674
662.0,0.17569663307179248
663.0,0.1748665413839688
664.0,0.17405128745965834
665.0,0.17325063509747632
666.0,0.17246435327283738
667.0,0.17169221408705132
668.0,0.17093399273533844
669.0,0.17018946748665698
670.0,0.16945841965784894
671.0,0.16874063358984853
672.0,0.1680358966231422
673.0,0.16734400286181178
674.0,0.16666473817838012
675.0,0.16599790655929703
676.0,0.16534329894765035
677.0,0.16470072590472884
678.0,0.16406998326590294
679.0,0.16345088815022749
680.0,0.16284324637777997
681.0,0.1622468712060593
682.0,0.16166157864335534
683.0,0.16108718742057024
684.0,0.1605235189688557
685.0,0.1599703973848068
686.0,0.15942764942671026
687.0,0.15889510446595995
688.0,0.15837259445924207
689.0,0.15785995394296362
690.0,0.1573570199950912
691.0,0.1568636402092099
692.0,0.15637964088339756
693.0,0.15590488285079215
694.0,0.1554391962969671
695.0,0.15498243887604873
696.0,0.15453447174397023
697.0,0.15409514009368822
698.0,0.15366429057135014
699.0,0.15324180141863095
700.0,0.1528275239843823
701.0,0.1524213108695852
702.0,0.15183025438924877
703.0,0.15100967225083348
704.0,0.15020613145917341
705.0,0.1494193282306604
706.0,0.14864896236527445
707.0,0.14789473724593144
708.0,0.14715635983792374
709.0,0.1464335406882141
710.0,0.1457259939246074
711.0,0.1450334372544671
712.0,0.14435559196317493
713.0,0.14369218291203853
714.0,0.14304293853579844
715.0,0.14240759083948554
716.0,0.14178587539462958
717.0,0.14117753133486713
718.0,0.14058230135077435
719.0,0.1399999316838337
720.0,0.13943017211978223
721.0,0.13887277598090636
722.0,0.1383275001175811
723.0,0.1377941048987688
724.0,0.13727235420175868
725.0,0.13676201540081184
726.0,0.13626285935477506
727.0,0.13577466039393676
728.0,0.13529719630562878
729.0,0.1348302483190593
730.0,0.13437360108892102
731.0,0.13392704267815977
732.0,0.13349036453969437
733.0,0.13306336149714906
734.0,0.13264583172459368
735.0,0.13223757672535513
736.0,0.13183840130986713
737.0,0.13144811357253589
738.0,0.13106652486780485
739.0,0.13069344978528347
740.0,0.13032870612393618
741.0,0.12997211486557303
742.0,0.1296235001474587
743.0,0.12928268923412073
744.0,0.12894951248849354
745.0,0.12862380334224965
746.0,0.1283053982655404
747.0,0.12799413673601287
748.0,0.12768986120724352
749.0,0.1273924170766218
750.0,0.12710165265258622
751.0,0.1268174191215346
752.0,0.12653957051400927
753.0,0.12626796367067158
754.0,0.1260024582077384
755.0,0.12574291648210165
756.0,0.12548920355610418
757.0,0.12524118716198887
758.0,0.12499873766614736
759.0,0.12476172803304884
760.0,0.12453003378903235
761.0,0.12430353298598358
762.0,0.12408210616470047
763.0,0.12386563631833693
764.0,0.12365400885570643
765.0,0.12344711156450612
766.0,0.1232448345746238
767.0,0.12304707032130052
768.0,0.1228537135085267
769.0,0.12266466107238147
770.0,0.12247981214440752
771.0,0.12229906801532556
772.0,0.12212233209862165
773.0,0.12194950989450351
774.0,0.12178050895386106
775.0,0.12161523884265057
776.0,0.12145361110626127
777.0,0.12129553923424571
778.0,0.1211409386253415
779.0,0.12098972655271806
780.0,0.12084182212942635
781.0,0.12069714627430896
782.0,0.12055562167815236
783.0,0.1204171727701346
784.0,0.12028172568467008
785.0,0.12014920822856485
786.0,0.1200195498485594
787.0,0.11989268159926504
788.0,0.11976853611141969
789.0,0.11964704756052355
790.0,0.11952815163601925
791.0,0.1194117855106301
792.0,0.11929788781034302
793.0,0.11918639858463193
794.0,0.11907725927717382
795.0,0.11897041269698819
796.0,0.11886580298995673
797.0,0.11876337561080573
798.0,0.118663077295531
799.0,0.11856485603416188
800.0,0.11846866104407791
801.0,0.11837444274363099
802.0,0.1182821527263333
803.0,0.11819174373534898
804.0,0.11810316963850453
805.0,0.11801638540367014
806.0,0.1179313470745823
807.0,0.11784801174712972
808.0,0.11776633754602775
809.0,0.11768628360188366
810.0,0.11760781002875687
811.0,0.11753087790207307
812.0,0.11745544923692719
813.0,0.11738148696694194
814.0,0.11730895492330273
815.0,0.11723781781439999
816.0,0.11716804120573876
817.0,0.11709959150031814
818.0,0.11703243591930806
819.0,0.11696654248327631
820.0,0.11690187999356982
821.0,0.11683841801426394
822.0,0.11677612685435691
823.0,0.1167149775504508
824.0,0.1166549418496242
825.0,0.11659599219280693
826.0,0.11653810169848111
827.0,0.11648124414661355
828.0,0.11642539396310872
829.0,0.1163705262044359
830.0,0.11631661654266436
831.0,0.11626364125081848
832.0,0.11621157718851255
833.0,0.1161604017879873
834.0,0.11611009304027345
835.0,0.11606062948192436
836.0,0.11601199018178292
837.0,0.1159641547282281
838.0,0.1159171032165569
839.0,0.1158708162368544
840.0,0.1158252748618579
841.0,0.11578046063535856
842.0,0.1157363555607324
843.0,0.11569294208969345
844.0,0.11565020311149941
845.0,0.11560812194213838
846.0,0.11556668231396099
847.0,0.11552586836550074
848.0,0.11548566463149228
849.0,0.11544605603319755
850.0,0.11540702786885153
851.0,0.11536856580441229
852.0,0.11533065586452465
853.0,0.11529328442367826
854.0,0.11525643819755528
855.0,0.11522010423460328
856.0,0.11518426990781606
857.0,0.11514892290672261
858.0,0.11511405122951034
859.0,0.11507964317534845
860.0,0.11504568733701241
861.0,0.11501217259347812
862.0,0.11497908810293088
863.0,0.11494642329568541
864.0,0.11491416786750966
865.0,0.11488231177292615
866.0,0.1148508452189007
867.0,0.1148197586583406
868.0,0.11478904278416517
869.0,0.11475868852314906
870.0,0.1147286870301643
871.0,0.11469902968244744
872.0,0.11466970807399661
873.0,0.1146407140102307
874.0,0.11461203950262439
875.0,0.1145836767635418
876.0,0.11455561820123784
877.0,0.11452785641493947
878.0,0.11450038418998328
879.0,0.11447319449322314
880.0,0.1144462804684531
881.0,0.11441963543190672
882.0,0.11439325286802514
883.0,0.11436712642508938
884.0,0.11434124991121769
885.0,0.11431561729027571
886.0,0.11429022267798412
887.0,0.11426506033808298
888.0,0.11424012467860888
889.0,0.11421541024824573
890.0,0.11419091173279093
891.0,0.11416662395171386
892.0,0.11414254185473649
893.0,0.11411866051861813
894.0,0.1140949751438778
895.0,0.11407148105171132
896.0,0.11404817368097939
897.0,0.1140250485851563
898.0,0.11400210142946739
899.0,0.11397932798812709
900.0,0.1139567241415197
901.0,0.1139342858735182
902.0,0.11391200926890416
903.0,0.11388989051080355
904.0,0.11386792587821076
905.0,0.11384611174354911
906.0,0.11382444457032129
907.0,0.11380292091080418
908.0,0.11378153740380816
909.0,0.11376029077249596
910.0,0.11373917782223267
911.0,0.11371819543853617
912.0,0.1136973405850243
913.0,0.11367661030145915
914.0,0.11365600170179795
915.0,0.11363551197239022
916.0,0.11361513837001272
917.0,0.11359487822022625
918.0,0.1135747289155716
919.0,0.11355468791387238
920.0,0.11353475273663063
921.0,0.11351492096734264
922.0,0.11349519025001938
923.0,0.11347555828758493
924.0,0.11345602284043953
925.0,0.11343658172496132
926.0,0.11341723281213398
927.0,0.11339797402614474
928.0,0.11337880334303448
929.0,0.11335971878945734
930.0,0.11334071844124503
931.0,0.11332180042233764
932.0,0.11330296290346883
933.0,0.11328420410103243
934.0,0.11326552227587172
935.0,0.11324691573223927
936.0,0.11322838281661596
937.0,0.11320992191670237
938.0,0.11319153146037089
939.0,0.11317320991463102
940.0,0.11315495578467225
941.0,0.11313676761285169
942.0,0.1131186439778101
943.0,0.11310058349353047
944.0,0.1130825848084485
945.0,0.11306464660461658
946.0,0.11304676759675913
947.0,0.11302894653160578
948.0,0.11301118218691412
949.0,0.11299347337085473
950.0,0.11297581892107404
951.0,0.1129582177040912
952.0,0.11294066861452386
953.0,0.11292317057433691
954.0,0.11290572253223857
955.0,0.11288832346293182
956.0,0.11287097236649372
957.0,0.11285366826775518
958.0,0.11283641021564089
959.0,0.11281919728256865
960.0,0.11280202856389966
961.0,0.1127849031773088
962.0,0.11276782026224356
963.0,0.11275077897943335
964.0,0.11273377851021109
965.0,0.11271681805616739
966.0,0.11269989683851851
967.0,0.11268301409769527
968.0,0.1126661690927593
969.0,0.11264936110106899
970.0,0.11263258941770243
971.0,0.11261585335507533
972.0,0.11259915224249421
973.0,0.11258248542572472
974.0,0.11256585226660558
975.0,0.11254925214258227
976.0,0.1125326844464093
977.0,0.11251614858565968
978.0,0.11249964398246654
979.0,0.1124831700730831
980.0,0.11246672630749943
981.0,0.11245031214923547
982.0,0.1124339270748517
983.0,0.11241757057370715
984.0,0.11240124214759856
985.0,0.11238494131051058
986.0,0.11236866758824207
987.0,0.11235242051812917
988.0,0.1123361996487852
989.0,0.1123200045398057
990.0,0.11230383476145271
991.0,0.11228768989446053
992.0,0.1122715695297285
993.0,0.11225547326808098
994.0,0.112239400720017
995.0,0.11222335150545415
996.0,0.11220732525350721
997.0,0.1121913216022755
998.0,0.11217534019860433
999.0,0.1121593806978563
